,crime_place,crime_cnt
20040,대전_중구,1564
20041,도시이외,14254
20042,목포,1780
20043,범죄분류,사기
20044,부산_강서,903
20045,부산_금정,1633
20046,부산_기장군,741
20047,부산_남구,2051
20048,부산_동구,1338
20049,부산_동래,1288
20050,부산_부산진,2731
20051,부산_북구,1575
20052,부산_사상,1729
20053,부산_사하,1641
20054,부산_서구,586
20055,부산_수영,828
20056,부산_연제,1619
20057,부산_영도,586
20058,부산_중구,1385
20059,부산_해운대,2366
20060,부천,5726
20061,서산,880
20062,서울_강남,8317
20063,서울_강동,1726
20064,서울_강북,1591
20065,서울_강서,2494
20066,서울_관악,2536
20067,서울_광진,1703
20068,서울_구로,2141
20069,서울_금천,1417
20070,서울_노원,1888
20071,서울_도봉,1149
20072,서울_동대문,1665
20073,서울_동작,1488
20074,서울_마포,2111
20075,서울_서대문,1548
20076,서울_서초,4882
20077,서울_성동,1493
20078,서울_성북,1380
20079,서울_송파,2919
20080,서울_양천,1435
20081,서울_영등포,3334
20082,서울_용산,1535
20083,서울_은평,1669
20084,서울_종로,1761
20085,서울_중구,2206
20086,서울_중랑,1497
20087,성남,4222
20088,수원,6929
20089,순천,1883
20090,시흥,2614
20091,아산,1484
20092,안동,829
20093,안산,3970
20094,안양,2663
20095,양산,1862
20096,여수,1218
20097,용인,3278
20098,울산_남구,2307
20099,울산_동구,858
20100,울산_북구,700
20101,울산_울주군,1156
20102,울산_중구,1255
20103,원주,1870
20104,의정부,2309
20105,이천,977
20106,익산,1515
20107,인천_강화군,228
20108,인천_계양,1547
20109,인천_남동,3146
20110,인천_동구,261
20111,인천_미추홀,2373
20112,인천_부평,2464
20113,인천_서구,2618
20114,인천_연수,1434
20115,인천_옹진군,84
20116,인천_중구,1260
20117,전주,3219
20118,정읍,486
20119,제주,3378
20120,제천,680
20121,진주,1746
20122,창원,5736
20123,천안,4149
20124,청주,4579
20125,춘천,1231
20126,충주,963
20127,파주,2312
20128,평택,3822
20129,포항,2999
20130,강릉,137
20131,거제,305
20132,경산,173
20133,경주,231
20134,고양,1495
20135,광명,370
20136,광주_광산,406
20137,광주_남구,135
20138,광주_동구,290
20139,광주_북구,386
20140,광주_서구,313
20141,구리,243
20142,구미,268
20143,군산,208
20144,군포,250
20145,기타 도시,4678
20146,김천,71
20147,김해,484
20148,남양주,552
20149,논산,95
20150,대구_남구,196
20151,대구_달서,476
20152,대구_달성군,106
20153,대구_동구,418
20154,대구_북구,337
20155,대구_서구,150
20156,대구_수성,311
20157,대구_중구,288
20158,대전_대덕,117
20159,대전_동구,241
20160,대전_서구,446
20161,대전_유성,270
20162,대전_중구,314
20163,도시이외,2055
20164,목포,253
20165,범죄분류,횡령
20166,부산_강서,171
20167,부산_금정,221
20168,부산_기장군,194
20169,부산_남구,182
20170,부산_동구,147
20171,부산_동래,209
20172,부산_부산진,773
20173,부산_북구,167
20174,부산_사상,216
20175,부산_사하,233
20176,부산_서구,56
20177,부산_수영,143
20178,부산_연제,241
20179,부산_영도,83
20180,부산_중구,188
20181,부산_해운대,470
20182,부천,1298
20183,서산,133
20184,서울_강남,1681
20185,서울_강동,454
20186,서울_강북,401
20187,서울_강서,642
20188,서울_관악,685
20189,서울_광진,549
20190,서울_구로,613
20191,서울_금천,386
20192,서울_노원,499
20193,서울_도봉,314
20194,서울_동대문,482
20195,서울_동작,526
20196,서울_마포,918
20197,서울_서대문,494
20198,서울_서초,1051
20199,서울_성동,441
20200,서울_성북,443
20201,서울_송파,1539
20202,서울_양천,459
20203,서울_영등포,895
20204,서울_용산,693
20205,서울_은평,401
20206,서울_종로,664
20207,서울_중구,709
20208,서울_중랑,530
20209,성남,1092
20210,수원,1599
20211,순천,952
20212,시흥,514
20213,아산,277
20214,안동,102
20215,안산,980
20216,안양,851
20217,양산,220
20218,여수,245
20219,용인,882
20220,울산_남구,335
20221,울산_동구,116
20222,울산_북구,86
20223,울산_울주군,158
20224,울산_중구,123
20225,원주,267
20226,의정부,680
20227,이천,218
20228,익산,159
20229,인천_강화군,64
20230,인천_계양,240
20231,인천_남동,544
20232,인천_동구,55
20233,인천_미추홀,595
20234,인천_부평,687
20235,인천_서구,582
20236,인천_연수,257
20237,인천_옹진군,8
20238,인천_중구,406
20239,전주,455
20240,정읍,49
20241,제주,531
20242,제천,94
20243,진주,163
20244,창원,783
20245,천안,750
20246,청주,755
20247,춘천,214
20248,충주,142
20249,파주,395
20250,평택,604
20251,포항,281
20252,강릉,12
20253,거제,39
20254,경산,8
20255,경주,40
20256,고양,71
20257,광명,7
20258,광주_광산,18
20259,광주_남구,15
20260,광주_동구,30
20261,광주_북구,37
20262,광주_서구,35
20263,구리,13
20264,구미,34
20265,군산,26
20266,군포,21
20267,기타 도시,718
20268,김천,14
20269,김해,68
20270,남양주,42
20271,논산,14
20272,대구_남구,7
20273,대구_달서,40
20274,대구_달성군,9
20275,대구_동구,25
20276,대구_북구,19
20277,대구_서구,15
20278,대구_수성,48
20279,대구_중구,6
20280,대전_대덕,9
20281,대전_동구,8
20282,대전_서구,40
20283,대전_유성,24
20284,대전_중구,14
20285,도시이외,370
20286,목포,26
20287,범죄분류,배임
20288,부산_강서,14
20289,부산_금정,20
20290,부산_기장군,17
20291,부산_남구,29
20292,부산_동구,23
20293,부산_동래,26
20294,부산_부산진,41
20295,부산_북구,14
20296,부산_사상,25
20297,부산_사하,34
20298,부산_서구,14
20299,부산_수영,6
20300,부산_연제,28
20301,부산_영도,11
20302,부산_중구,9
20303,부산_해운대,54
20304,부천,53
20305,서산,23
20306,서울_강남,283
20307,서울_강동,43
20308,서울_강북,23
20309,서울_강서,51
20310,서울_관악,27
20311,서울_광진,30
20312,서울_구로,45
20313,서울_금천,40
20314,서울_노원,25
20315,서울_도봉,24
20316,서울_동대문,35
20317,서울_동작,22
20318,서울_마포,52
20319,서울_서대문,44
20320,서울_서초,142
20321,서울_성동,32
20322,서울_성북,26
20323,서울_송파,122
20324,서울_양천,25
20325,서울_영등포,90
20326,서울_용산,40
20327,서울_은평,24
20328,서울_종로,61
20329,서울_중구,75
20330,서울_중랑,18
20331,성남,87
20332,수원,81
20333,순천,22
20334,시흥,33
20335,아산,32
20336,안동,10
20337,안산,80
20338,안양,50
20339,양산,33
20340,여수,415
20341,용인,84
20342,울산_남구,50
20343,울산_동구,6
20344,울산_북구,9
20345,울산_울주군,28
20346,울산_중구,5
20347,원주,28
20348,의정부,29
20349,이천,22
20350,익산,28
20351,인천_강화군,13
20352,인천_계양,19
20353,인천_남동,35
20354,인천_동구,7
20355,인천_미추홀,41
20356,인천_부평,29
20357,인천_서구,52
20358,인천_연수,29
20359,인천_옹진군,2
20360,인천_중구,35
20361,전주,71
20362,정읍,8
20363,제주,62
20364,제천,22
20365,진주,22
20366,창원,80
20367,천안,58
20368,청주,93
20369,춘천,24
20370,충주,11
20371,파주,48
20372,평택,84
20373,포항,49
20374,강릉,338
20375,거제,204
20376,경산,337
20377,경주,263
20378,고양,905
20379,광명,301
20380,광주_광산,365
20381,광주_남구,199
20382,광주_동구,170
20383,광주_북구,379
20384,광주_서구,314
20385,구리,281
20386,구미,406
20387,군산,321
20388,군포,252
20389,기타 도시,5706
20390,김천,165
20391,김해,567
20392,남양주,622
20393,논산,122
20394,대구_남구,260
20395,대구_달서,549
20396,대구_달성군,158
20397,대구_동구,416
20398,대구_북구,378
20399,대구_서구,352
20400,대구_수성,393
20401,대구_중구,206
20402,대전_대덕,215
20403,대전_동구,261
20404,대전_서구,523
20405,대전_유성,235
20406,대전_중구,266
20407,도시이외,2887
20408,목포,386
20409,범죄분류,손괴
20410,부산_강서,85
20411,부산_금정,220
20412,부산_기장군,149
20413,부산_남구,278
20414,부산_동구,109
20415,부산_동래,249
20416,부산_부산진,479
20417,부산_북구,258
20418,부산_사상,228
20419,부산_사하,350
20420,부산_서구,123
20421,부산_수영,225
20422,부산_연제,222
20423,부산_영도,118
20424,부산_중구,118
20425,부산_해운대,330
20426,부천,1184
20427,서산,267
20428,서울_강남,731
20429,서울_강동,505
20430,서울_강북,285
20431,서울_강서,584
20432,서울_관악,543
20433,서울_광진,432
20434,서울_구로,514
20435,서울_금천,293
20436,서울_노원,539
20437,서울_도봉,323
20438,서울_동대문,277
20439,서울_동작,313
20440,서울_마포,558
20441,서울_서대문,353
20442,서울_서초,463
20443,서울_성동,240
20444,서울_성북,328
20445,서울_송파,574
20446,서울_양천,438
20447,서울_영등포,618
20448,서울_용산,357
20449,서울_은평,447
20450,서울_종로,327
20451,서울_중구,306
20452,서울_중랑,553
20453,성남,1006
20454,수원,1761
20455,순천,307
20456,시흥,685
20457,아산,356
20458,안동,157
20459,안산,1039
20460,안양,656
20461,양산,250
20462,여수,373
20463,용인,727
20464,울산_남구,407
20465,울산_동구,235
20466,울산_북구,139
20467,울산_울주군,206
20468,울산_중구,277
20469,원주,487
20470,의정부,599
20471,이천,318
20472,익산,338
20473,인천_강화군,91
20474,인천_계양,341
20475,인천_남동,682
20476,인천_동구,71
20477,인천_미추홀,663
20478,인천_부평,696
20479,인천_서구,589
20480,인천_연수,261
20481,인천_옹진군,12
20482,인천_중구,169
20483,전주,448
20484,정읍,91
20485,제주,864
20486,제천,146
20487,진주,312
20488,창원,970
20489,천안,937
20490,청주,1154
20491,춘천,332
20492,충주,249
20493,파주,504
20494,평택,907
20495,포항,581
20496,강릉,2
20497,거제,5
20498,경산,3
20499,경주,5
20500,고양,13
20501,광명,2
20502,광주_광산,7
20503,광주_남구,4
20504,광주_동구,0
20505,광주_북구,7
20506,광주_서구,4
20507,구리,4
20508,구미,6
20509,군산,5
20510,군포,3
20511,기타 도시,106
20512,김천,1
20513,김해,11
20514,남양주,8
20515,논산,5
20516,대구_남구,4
20517,대구_달서,7
20518,대구_달성군,2
20519,대구_동구,11
20520,대구_북구,3
20521,대구_서구,3
20522,대구_수성,2
20523,대구_중구,1
20524,대전_대덕,1
20525,대전_동구,0
20526,대전_서구,5
20527,대전_유성,3
20528,대전_중구,6
20529,도시이외,73
20530,목포,4
20531,범죄분류,살인
20532,부산_강서,2
20533,부산_금정,4
20534,부산_기장군,3
20535,부산_남구,3
20536,부산_동구,0
20537,부산_동래,3
20538,부산_부산진,1
20539,부산_북구,6
20540,부산_사상,6
20541,부산_사하,4
20542,부산_서구,3
20543,부산_수영,5
20544,부산_연제,5
20545,부산_영도,5
20546,부산_중구,1
20547,부산_해운대,3
20548,부천,13
20549,서산,1
20550,서울_강남,12
20551,서울_강동,3
20552,서울_강북,8
20553,서울_강서,11
20554,서울_관악,10
20555,서울_광진,7
20556,서울_구로,8
20557,서울_금천,5
20558,서울_노원,5
20559,서울_도봉,1
20560,서울_동대문,5
20561,서울_동작,2
20562,서울_마포,6
20563,서울_서대문,5
20564,서울_서초,5
20565,서울_성동,2
20566,서울_성북,8
20567,서울_송파,5
20568,서울_양천,2
20569,서울_영등포,20
20570,서울_용산,1
20571,서울_은평,8
20572,서울_종로,7
20573,서울_중구,2
20574,서울_중랑,4
20575,성남,17
20576,수원,16
20577,순천,4
20578,시흥,9
20579,아산,9
20580,안동,0
20581,안산,14
20582,안양,6
20583,양산,5
20584,여수,9
20585,용인,12
20586,울산_남구,5
20587,울산_동구,3
20588,울산_북구,2
20589,울산_울주군,0
20590,울산_중구,1
20591,원주,3
20592,의정부,9
20593,이천,2
20594,익산,5
20595,인천_강화군,1
20596,인천_계양,3
20597,인천_남동,9
20598,인천_동구,1
20599,인천_미추홀,6
20600,인천_부평,11
20601,인천_서구,9
20602,인천_연수,2
20603,인천_옹진군,0
20604,인천_중구,2
20605,전주,16
20606,정읍,3
20607,제주,11
20608,제천,3
20609,진주,6
20610,창원,22
20611,천안,8
20612,청주,22
20613,춘천,3
20614,충주,2
20615,파주,9
20616,평택,9
20617,포항,14
20618,강릉,3
20619,거제,3
20620,경산,4
20621,경주,7
20622,고양,7
20623,광명,7
20624,광주_광산,9
20625,광주_남구,1
20626,광주_동구,2
20627,광주_북구,12
20628,광주_서구,3
20629,구리,5
20630,구미,7
20631,군산,3
20632,군포,1
20633,기타 도시,83
20634,김천,4
20635,김해,10
20636,남양주,3
20637,논산,1
20638,대구_남구,5
20639,대구_달서,14
20640,대구_달성군,1
20641,대구_동구,11
20642,대구_북구,3
20643,대구_서구,3
20644,대구_수성,8
20645,대구_중구,3
20646,대전_대덕,6
20647,대전_동구,10
20648,대전_서구,14
20649,대전_유성,6
20650,대전_중구,15
20651,도시이외,35
20652,목포,10
20653,범죄분류,강도
20654,부산_강서,1
20655,부산_금정,8
20656,부산_기장군,2
20657,부산_남구,5
20658,부산_동구,4
20659,부산_동래,6
20660,부산_부산진,17
20661,부산_북구,3
20662,부산_사상,8
20663,부산_사하,8
20664,부산_서구,6
20665,부산_수영,5
20666,부산_연제,7
20667,부산_영도,2
20668,부산_중구,2
20669,부산_해운대,3
20670,부천,20
20671,서산,0
20672,서울_강남,14
20673,서울_강동,6
20674,서울_강북,7
20675,서울_강서,6
20676,서울_관악,12
20677,서울_광진,3
20678,서울_구로,9
20679,서울_금천,5
20680,서울_노원,5
20681,서울_도봉,4
20682,서울_동대문,5
20683,서울_동작,7
20684,서울_마포,6
20685,서울_서대문,3
20686,서울_서초,5
20687,서울_성동,3
20688,서울_성북,1
20689,서울_송파,6
20690,서울_양천,4
20691,서울_영등포,8
20692,서울_용산,3
20693,서울_은평,1
20694,서울_종로,3
20695,서울_중구,11
20696,서울_중랑,3
20697,성남,16
20698,수원,20
20699,순천,2
20700,시흥,10
20701,아산,7
20702,안동,1
20703,안산,10
20704,안양,3
20705,양산,4
20706,여수,4
20707,용인,1
20708,울산_남구,10
20709,울산_동구,4
20710,울산_북구,2
20711,울산_울주군,6
20712,울산_중구,4
20713,원주,2
20714,의정부,10
20715,이천,0
20716,익산,6
20717,인천_강화군,0
20718,인천_계양,3
20719,인천_남동,0
20720,인천_동구,0
20721,인천_미추홀,8
20722,인천_부평,12
20723,인천_서구,7
20724,인천_연수,3
20725,인천_옹진군,0
20726,인천_중구,4
20727,전주,11
20728,정읍,0
20729,제주,9
20730,제천,4
20731,진주,5
20732,창원,19
20733,천안,19
20734,청주,18
20735,춘천,4
20736,충주,2
20737,파주,5
20738,평택,14
20739,포항,6
20740,강릉,7
20741,거제,8
20742,경산,10
20743,경주,7
20744,고양,24
20745,광명,6
20746,광주_광산,6
20747,광주_남구,2
20748,광주_동구,7
20749,광주_북구,10
20750,광주_서구,4
20751,구리,0
20752,구미,7
20753,군산,14
20754,군포,3
20755,기타 도시,153
20756,김천,7
20757,김해,16
20758,남양주,21
20759,논산,9
20760,대구_남구,3
20761,대구_달서,22
20762,대구_달성군,6
20763,대구_동구,12
20764,대구_북구,10
20765,대구_서구,9
20766,대구_수성,5
20767,대구_중구,2
20768,대전_대덕,7
20769,대전_동구,13
20770,대전_서구,10
20771,대전_유성,3
20772,대전_중구,10
20773,도시이외,124
20774,목포,6
20775,범죄분류,방화
20776,부산_강서,0
20777,부산_금정,12
20778,부산_기장군,4
20779,부산_남구,10
20780,부산_동구,8
20781,부산_동래,7
20782,부산_부산진,12
20783,부산_북구,11
20784,부산_사상,11
20785,부산_사하,10
20786,부산_서구,4
20787,부산_수영,2
20788,부산_연제,6
20789,부산_영도,0
20790,부산_중구,5
20791,부산_해운대,6
20792,부천,26
20793,서산,6
20794,서울_강남,11
20795,서울_강동,12
20796,서울_강북,10
20797,서울_강서,18
20798,서울_관악,19
20799,서울_광진,6
20800,서울_구로,15
20801,서울_금천,8
20802,서울_노원,12
20803,서울_도봉,7
20804,서울_동대문,12
20805,서울_동작,11
20806,서울_마포,5
20807,서울_서대문,10
20808,서울_서초,10
20809,서울_성동,7
20810,서울_성북,10
20811,서울_송파,11
20812,서울_양천,14
20813,서울_영등포,17
20814,서울_용산,12
20815,서울_은평,23
20816,서울_종로,9
20817,서울_중구,15
20818,서울_중랑,8
20819,성남,17
20820,수원,34
20821,순천,7
20822,시흥,13
20823,아산,11
20824,안동,1
20825,안산,21
20826,안양,14
20827,양산,9
20828,여수,8
20829,용인,23
20830,울산_남구,7
20831,울산_동구,4
20832,울산_북구,5
20833,울산_울주군,9
20834,울산_중구,4
20835,원주,9
20836,의정부,19
20837,이천,8
20838,익산,10
20839,인천_강화군,1
20840,인천_계양,11
20841,인천_남동,16
20842,인천_동구,1
20843,인천_미추홀,12
20844,인천_부평,12
20845,인천_서구,16
20846,인천_연수,4
20847,인천_옹진군,0
20848,인천_중구,4
20849,전주,12
20850,정읍,2
20851,제주,13
20852,제천,8
20853,진주,7
20854,창원,23
20855,천안,26
20856,청주,29
20857,춘천,6
20858,충주,4
20859,파주,11
20860,평택,26
20861,포항,6
20862,강릉,147
20863,거제,136
20864,경산,132
20865,경주,104
20866,고양,524
20867,광명,164
20868,광주_광산,182
20869,광주_남구,82
20870,광주_동구,93
20871,광주_북구,262
20872,광주_서구,248
20873,구리,128
20874,구미,180
20875,군산,110
20876,군포,123
20877,기타 도시,2427
20878,김천,55
20879,김해,220
20880,남양주,252
20881,논산,57
20882,대구_남구,74
20883,대구_달서,305
20884,대구_달성군,77
20885,대구_동구,178
20886,대구_북구,186
20887,대구_서구,80
20888,대구_수성,163
20889,대구_중구,215
20890,대전_대덕,99
20891,대전_동구,189
20892,대전_서구,440
20893,대전_유성,187
20894,대전_중구,195
20895,도시이외,1629
20896,목포,170
20897,범죄분류,성폭력
20898,부산_강서,60
20899,부산_금정,121
20900,부산_기장군,53
20901,부산_남구,149
20902,부산_동구,72
20903,부산_동래,115
20904,부산_부산진,373
20905,부산_북구,90
20906,부산_사상,149
20907,부산_사하,141
20908,부산_서구,42
20909,부산_수영,121
20910,부산_연제,111
20911,부산_영도,59
20912,부산_중구,69
20913,부산_해운대,251
20914,부천,580
20915,서산,74
20916,서울_강남,973
20917,서울_강동,220
20918,서울_강북,248
20919,서울_강서,389
20920,서울_관악,504
20921,서울_광진,347
20922,서울_구로,373
20923,서울_금천,255
20924,서울_노원,271
20925,서울_도봉,165
20926,서울_동대문,221
20927,서울_동작,396
20928,서울_마포,718
20929,서울_서대문,260
20930,서울_서초,615
20931,서울_성동,192
20932,서울_성북,284
20933,서울_송파,493
20934,서울_양천,173
20935,서울_영등포,547
20936,서울_용산,401
20937,서울_은평,280
20938,서울_종로,345
20939,서울_중구,329
20940,서울_중랑,223
20941,성남,641
20942,수원,875
20943,순천,158
20944,시흥,289
20945,아산,166
20946,안동,79
20947,안산,545
20948,안양,396
20949,양산,127
20950,여수,130
20951,용인,379
20952,울산_남구,225
20953,울산_동구,74
20954,울산_북구,59
20955,울산_울주군,93
20956,울산_중구,75
20957,원주,201
20958,의정부,302
20959,이천,123
20960,익산,118
20961,인천_강화군,21
20962,인천_계양,173
20963,인천_남동,457
20964,인천_동구,24
20965,인천_미추홀,338
20966,인천_부평,486
20967,인천_서구,317
20968,인천_연수,159
20969,인천_옹진군,10
20970,인천_중구,151
20971,전주,372
20972,정읍,43
20973,제주,381
20974,제천,74
20975,진주,142
20976,창원,395
20977,천안,380
20978,청주,451
20979,춘천,119
20980,충주,103
20981,파주,191
20982,평택,341
20983,포항,256
20984,강릉,856
20985,거제,523
20986,경산,835
20987,경주,528
20988,고양,3146
20989,광명,1015
20990,광주_광산,1191
20991,광주_남구,493
20992,광주_동구,625
20993,광주_북구,1295
20994,광주_서구,1540
20995,구리,990
20996,구미,913
20997,군산,852
20998,군포,745
20999,기타 도시,14454
21000,김천,320
21001,김해,1679
21002,남양주,1747
21003,논산,303
21004,대구_남구,594
21005,대구_달서,1452
21006,대구_달성군,417
21007,대구_동구,1100
21008,대구_북구,1154
21009,대구_서구,766
21010,대구_수성,729
21011,대구_중구,792
21012,대전_대덕,609
21013,대전_동구,977
21014,대전_서구,1816
21015,대전_유성,964
21016,대전_중구,1470
21017,도시이외,6619
21018,목포,1042
21019,범죄분류,폭행
21020,부산_강서,230
21021,부산_금정,573
21022,부산_기장군,346
21023,부산_남구,600
21024,부산_동구,485
21025,부산_동래,818
21026,부산_부산진,1922
21027,부산_북구,767
21028,부산_사상,637
21029,부산_사하,872
21030,부산_서구,286
21031,부산_수영,580
21032,부산_연제,702
21033,부산_영도,364
21034,부산_중구,459
21035,부산_해운대,1110
21036,부천,2968
21037,서산,513
21038,서울_강남,2364
21039,서울_강동,1356
21040,서울_강북,1461
21041,서울_강서,1569
21042,서울_관악,1883
21043,서울_광진,1093
21044,서울_구로,1868
21045,서울_금천,1108
21046,서울_노원,1407
21047,서울_도봉,778
21048,서울_동대문,1505
21049,서울_동작,1015
21050,서울_마포,1669
21051,서울_서대문,876
21052,서울_서초,1499
21053,서울_성동,818
21054,서울_성북,1075
21055,서울_송파,1968
21056,서울_양천,1317
21057,서울_영등포,1992
21058,서울_용산,1371
21059,서울_은평,1256
21060,서울_종로,1300
21061,서울_중구,1311
21062,서울_중랑,1560
21063,성남,3095
21064,수원,4819
21065,순천,776
21066,시흥,1587
21067,아산,1073
21068,안동,419
21069,안산,2772
21070,안양,1974
21071,양산,643
21072,여수,1248
21073,용인,1980
21074,울산_남구,1688
21075,울산_동구,636
21076,울산_북구,374
21077,울산_울주군,536
21078,울산_중구,626
21079,원주,1192
21080,의정부,2200
21081,이천,928
21082,익산,1000
21083,인천_강화군,214
21084,인천_계양,1282
21085,인천_남동,2205
21086,인천_동구,267
21087,인천_미추홀,1945
21088,인천_부평,2780
21089,인천_서구,1909
21090,인천_연수,765
21091,인천_옹진군,52
21092,인천_중구,679
21093,전주,1725
21094,정읍,249
21095,제주,2097
21096,제천,297
21097,진주,838
21098,창원,2984
21099,천안,2155
21100,청주,2610
21101,춘천,669
21102,충주,423
21103,파주,1047
21104,평택,2242
21105,포항,1298
21106,강릉,264
21107,거제,320
21108,경산,231
21109,경주,244
21110,고양,534
21111,광명,180
21112,광주_광산,287
21113,광주_남구,157
21114,광주_동구,144
21115,광주_북구,323
21116,광주_서구,263
21117,구리,164
21118,구미,308
21119,군산,306
21120,군포,116
21121,기타 도시,4872
21122,김천,162
21123,김해,572
21124,남양주,356
21125,논산,120
21126,대구_남구,203
21127,대구_달서,588
21128,대구_달성군,221
21129,대구_동구,366
21130,대구_북구,410
21131,대구_서구,254
21132,대구_수성,360
21133,대구_중구,322
21134,대전_대덕,164
21135,대전_동구,189
21136,대전_서구,358
21137,대전_유성,195
21138,대전_중구,191
21139,도시이외,3925
21140,목포,302
21141,범죄분류,상해
21142,부산_강서,152
21143,부산_금정,207
21144,부산_기장군,195
21145,부산_남구,230
21146,부산_동구,182
21147,부산_동래,241
21148,부산_부산진,621
21149,부산_북구,270
21150,부산_사상,316
21151,부산_사하,342
21152,부산_서구,112
21153,부산_수영,237
21154,부산_연제,288
21155,부산_영도,134
21156,부산_중구,171
21157,부산_해운대,359
21158,부천,520
21159,서산,255
21160,서울_강남,442
21161,서울_강동,215
21162,서울_강북,201
21163,서울_강서,259
21164,서울_관악,223
21165,서울_광진,225
21166,서울_구로,266
21167,서울_금천,152
21168,서울_노원,242
21169,서울_도봉,146
21170,서울_동대문,152
21171,서울_동작,157
21172,서울_마포,272
21173,서울_서대문,183
21174,서울_서초,217
21175,서울_성동,153
21176,서울_성북,162
21177,서울_송파,367
21178,서울_양천,123
21179,서울_영등포,298
21180,서울_용산,173
21181,서울_은평,250
21182,서울_종로,209
21183,서울_중구,229
21184,서울_중랑,283
21185,성남,660
21186,수원,790
21187,순천,355
21188,시흥,313
21189,아산,373
21190,안동,203
21191,안산,485
21192,안양,392
21193,양산,308
21194,여수,290
21195,용인,336
21196,울산_남구,424
21197,울산_동구,163
21198,울산_북구,153
21199,울산_울주군,254
21200,울산_중구,240
21201,원주,361
21202,의정부,268
21203,이천,232
21204,익산,236
21205,인천_강화군,78
21206,인천_계양,121
21207,인천_남동,384
21208,인천_동구,55
21209,인천_미추홀,319
21210,인천_부평,399
21211,인천_서구,249
21212,인천_연수,225
21213,인천_옹진군,25
21214,인천_중구,179
21215,전주,649
21216,정읍,125
21217,제주,604
21218,제천,121
21219,진주,357
21220,창원,1079
21221,천안,591
21222,청주,762
21223,춘천,316
21224,충주,213
21225,파주,338
21226,평택,649
21227,포항,590
21228,강릉,67
21229,거제,91
21230,경산,94
21231,경주,41
21232,고양,326
21233,광명,96
21234,광주_광산,83
21235,광주_남구,48
21236,광주_동구,38
21237,광주_북구,116
21238,광주_서구,99
21239,구리,91
21240,구미,90
21241,군산,85
21242,군포,82
21243,기타 도시,1893
21244,김천,41
21245,김해,149
21246,남양주,179
21247,논산,41
21248,대구_남구,58
21249,대구_달서,189
21250,대구_달성군,56
21251,대구_동구,118
21252,대구_북구,125
21253,대구_서구,63
21254,대구_수성,112
21255,대구_중구,36
21256,대전_대덕,96
21257,대전_동구,106
21258,대전_서구,185
21259,대전_유성,113
21260,대전_중구,118
21261,도시이외,1153
21262,목포,132
21263,범죄분류,협박
21264,부산_강서,42
21265,부산_금정,90
21266,부산_기장군,43
21267,부산_남구,64
21268,부산_동구,51
21269,부산_동래,52
21270,부산_부산진,154
21271,부산_북구,86
21272,부산_사상,97
21273,부산_사하,89
21274,부산_서구,33
21275,부산_수영,60
21276,부산_연제,78
21277,부산_영도,34
21278,부산_중구,23
21279,부산_해운대,153
21280,부천,335
21281,서산,65
21282,서울_강남,219
21283,서울_강동,106
21284,서울_강북,139
21285,서울_강서,155
21286,서울_관악,168
21287,서울_광진,113
21288,서울_구로,168
21289,서울_금천,115
21290,서울_노원,152
21291,서울_도봉,70
21292,서울_동대문,143
21293,서울_동작,96
21294,서울_마포,137
21295,서울_서대문,73
21296,서울_서초,148
21297,서울_성동,90
21298,서울_성북,88
21299,서울_송파,218
21300,서울_양천,107
21301,서울_영등포,185
21302,서울_용산,85
21303,서울_은평,107
21304,서울_종로,92
21305,서울_중구,85
21306,서울_중랑,121
21307,성남,385
21308,수원,562
21309,순천,93
21310,시흥,202
21311,아산,129
21312,안동,58
21313,안산,409
21314,안양,238
21315,양산,90
21316,여수,122
21317,용인,247
21318,울산_남구,111
21319,울산_동구,45
21320,울산_북구,38
21321,울산_울주군,52
21322,울산_중구,58
21323,원주,125
21324,의정부,207
21325,이천,106
21326,익산,91
21327,인천_강화군,18
21328,인천_계양,110
21329,인천_남동,229
21330,인천_동구,33
21331,인천_미추홀,177
21332,인천_부평,213
21333,인천_서구,184
21334,인천_연수,80
21335,인천_옹진군,4
21336,인천_중구,56
21337,전주,180
21338,정읍,34
21339,제주,290
21340,제천,37
21341,진주,94
21342,창원,314
21343,천안,244
21344,청주,320
21345,춘천,89
21346,충주,51
21347,파주,146
21348,평택,277
21349,포항,90
21350,강릉,14
21351,거제,21
21352,경산,21
21353,경주,14
21354,고양,89
21355,광명,25
21356,광주_광산,41
21357,광주_남구,14
21358,광주_동구,14
21359,광주_북구,27
21360,광주_서구,27
21361,구리,19
21362,구미,61
21363,군산,24
21364,군포,7
21365,기타 도시,486
21366,김천,10
21367,김해,70
21368,남양주,59
21369,논산,4
21370,대구_남구,15
21371,대구_달서,39
21372,대구_달성군,17
21373,대구_동구,29
21374,대구_북구,30
21375,대구_서구,8
21376,대구_수성,53
21377,대구_중구,12
21378,대전_대덕,16
21379,대전_동구,37
21380,대전_서구,45
21381,대전_유성,25
21382,대전_중구,36
21383,도시이외,261
21384,목포,27
21385,범죄분류,공갈
21386,부산_강서,15
21387,부산_금정,22
21388,부산_기장군,30
21389,부산_남구,25
21390,부산_동구,13
21391,부산_동래,19
21392,부산_부산진,58
21393,부산_북구,29
21394,부산_사상,55
21395,부산_사하,31
21396,부산_서구,22
21397,부산_수영,27
21398,부산_연제,40
21399,부산_영도,10
21400,부산_중구,12
21401,부산_해운대,42
21402,부천,116
21403,서산,29
21404,서울_강남,111
21405,서울_강동,39
21406,서울_강북,30
21407,서울_강서,42
21408,서울_관악,36
